Messgerät,Messwert,Person,Monat
Thermometer,24.7688326446594,Ada,Jan
Thermometer,38.854148202944394,Bernd,Jan
Laser,35.740625090720215,Bernd,Jan
Laser,15.068461888140783,Daniel,Jan
Radiometer,5.380478641002911,Bernd,Jan
Radiometer,2.018918671465751,Daniel,Jan
Thermometer,38.15898294108245,Bernd,Jan
Laser,51.319460767772455,Ada,Jan
Radiometer,4.535224292004047,Daniel,Jan
Laser,0.16896038557440152,Ada,Jan
Laser,46.04603679769164,Bernd,Jan
Laser,30.685828745971357,Ada,Jan
Thermometer,7.516709634835401,Daniel,Jan
Radiometer,31.907078711720718,Daniel,Jan
Laser,15,Carina,Jan
Radiometer,20,Carina,Jan
Radiometer,4.008748540596843,Daniel,Jan
Laser,41.92142513210021,Ada,Jan
Radiometer,25.04030778328068,Ada,Jan
Radiometer,40.378719921705525,Bernd,Jan
Laser,28.18564216261158,Daniel,Jan
Radiometer,0.9569279262892028,Bernd,Jan
Laser,28.007963422172455,Bernd,Jan
Radiometer,31,Carina,Jan
Laser,15,Carina,Jan
Thermometer,4.405451871745786,Daniel,Jan
Laser,30.35579465929001,Bernd,Jan
Laser,46.073072959033055,Ada,Jan
Radiometer,18,Carina,Jan
Thermometer,0,Carina,Jan
Radiometer,40.21493882179213,Daniel,Jan
Thermometer,0.9862562209095294,Daniel,Jan
Radiometer,23.17245193531501,Ada,Jan
Thermometer,78.123146124567,Ada,Jan
Radiometer,0.19676890396549396,Daniel,Jan
Radiometer,21,Carina,Jan
Laser,21.11105984574667,Ada,Jan
Thermometer,50.90094748197477,Ada,Jan
Radiometer,83.11333568876927,Ada,Jan
Radiometer,0,Carina,Jan
Radiometer,37.04247561250635,Bernd,Jan
Radiometer,9,Carina,Jan
Thermometer,32,Carina,Jan
Laser,0.3837102238762711,Daniel,Jan
Laser,9.267842905914236,Daniel,Jan
Thermometer,57.43784349459891,Ada,Jan
Thermometer,2.5050588152393862,Bernd,Jan
Thermometer,12.489433898488256,Bernd,Jan
Laser,24.148250558216855,Bernd,Jan
Radiometer,5.277430675921433,Daniel,Jan
Thermometer,12,Carina,Jan
Thermometer,1.6380901063083375,Bernd,Jan
Laser,22.52315850810249,Bernd,Jan
Radiometer,25.71423148150786,Bernd,Jan
Radiometer,14.255760838573067,Bernd,Jan
Thermometer,34.635525883629704,Ada,Jan
Radiometer,14,Carina,Jan
Laser,17.921833428038802,Bernd,Jan
Laser,0.8421312884070524,Daniel,Jan
Laser,64.1679301302959,Ada,Jan
Thermometer,28,Carina,Jan
Radiometer,21,Carina,Jan
Radiometer,28.95532504892615,Ada,Jan
Laser,9,Carina,Jan
Thermometer,22,Carina,Jan
Radiometer,8,Carina,Jan
Thermometer,44.959172058087226,Ada,Jan
Thermometer,88.92212326258515,Ada,Jan
Radiometer,4,Carina,Jan
Laser,10.285814852958186,Daniel,Jan
Laser,13.000491977296635,Bernd,Jan
Radiometer,56.16144965616976,Ada,Jan
Laser,5,Carina,Jan
Radiometer,11.21398038620456,Daniel,Jan
Radiometer,19,Carina,Jan
Laser,88.31251366513501,Ada,Jan
Radiometer,21.811542470148687,Daniel,Jan
Radiometer,17.249170339092235,Bernd,Jan
Laser,32.00651820148405,Bernd,Jan
Thermometer,14.512704551425927,Bernd,Jan
Thermometer,33.240669018161114,Ada,Jan
Radiometer,25.923843157066333,Bernd,Jan
Laser,19.74538486933432,Bernd,Jan
Radiometer,0.09177965439086133,Daniel,Jan
Thermometer,11.427854196840853,Daniel,Jan
Laser,30,Carina,Feb
Thermometer,30.14379245794932,Bernd,Feb
Radiometer,21.627063063205277,Bernd,Feb
Radiometer,2.968658169414058,Daniel,Feb
Radiometer,31,Carina,Feb
Radiometer,96.79538510907311,Ada,Feb
Laser,4,Carina,Feb
Radiometer,51.0417587231499,Ada,Feb
Radiometer,26,Carina,Feb
Radiometer,81.28232591523378,Ada,Feb
Radiometer,1.655952117635164,Daniel,Feb
Laser,1.854738774632724,Daniel,Feb
Laser,48.865452969091216,Bernd,Feb
Laser,21.308059500014572,Daniel,Feb
Thermometer,15.406730702938576,Ada,Feb
Thermometer,11.519815842464228,Daniel,Feb
Radiometer,72.15025154786703,Ada,Feb
Thermometer,13.550460158711116,Daniel,Feb
Thermometer,26,Carina,Feb
Thermometer,24.333863543119254,Bernd,Feb
Laser,3.9447821155249323,Daniel,Feb
Laser,83.29217943334791,Ada,Feb
Radiometer,25.536724639072418,Ada,Feb
Thermometer,16.665146906159823,Bernd,Feb
Radiometer,25,Carina,Feb
Laser,8,Carina,Feb
Radiometer,41.16607882631302,Bernd,Feb
Thermometer,38.13364389275936,Ada,Feb
Radiometer,27.699507823823133,Ada,Feb
Radiometer,9.795572177125067,Ada,Feb
Thermometer,41.936408783601905,Ada,Feb
Thermometer,63.80066112975447,Ada,Feb
Laser,44.5680852982405,Bernd,Feb
Laser,45.2848797589338,Daniel,Feb
Thermometer,49.15481917893235,Bernd,Feb
Radiometer,0.6399448212661373,Daniel,Feb
Thermometer,36.65779796958602,Daniel,Feb
Laser,31.713812246959318,Daniel,Feb
Laser,32,Carina,Feb
Laser,0.0,Daniel,Feb
Radiometer,88.94505892060182,Ada,Feb
Radiometer,11,Carina,Feb
Laser,78.91165312762385,Ada,Feb
Laser,73.98836059584836,Ada,Feb
Radiometer,46.7013321826394,Bernd,Feb
Thermometer,12,Carina,Feb
Radiometer,6.107647313107568,Daniel,Feb
Laser,2.917778027398985,Daniel,Feb
Thermometer,8.352131017781614,Daniel,Feb
Thermometer,34.1863501816149,Bernd,Feb
Thermometer,4.0652041131420225,Daniel,Feb
Thermometer,43.05416630460909,Bernd,Feb
Thermometer,15.06515794263299,Bernd,Feb
