Messgerät,Messwert,Person,Monat
Radiometer,8.740077273973485,Bernd,Jan
Radiometer,32.799651062538956,Ada,Jan
Laser,17,Carina,Jan
Radiometer,32.034634995034395,Ada,Jan
Radiometer,31,Carina,Jan
Radiometer,35.87659619056554,Ada,Jan
Laser,86.21751472751359,Ada,Jan
Thermometer,7,Carina,Jan
Laser,3,Carina,Jan
Thermometer,10,Carina,Jan
Laser,14,Carina,Jan
Radiometer,10,Carina,Jan
Thermometer,9,Carina,Jan
Radiometer,85.44215213843705,Ada,Jan
Laser,11,Carina,Jan
Laser,48.59119827459912,Ada,Jan
Laser,27,Carina,Jan
Laser,20.988055043222808,Ada,Jan
Thermometer,7.347240255747945,Bernd,Jan
Laser,10,Carina,Jan
Thermometer,61.88157519529396,Ada,Jan
Thermometer,29.56658869023816,Bernd,Jan
Radiometer,0.48902714677457215,Daniel,Jan
Laser,8,Carina,Jan
Thermometer,3.913534473633014,Daniel,Jan
Thermometer,3.3987717540667517,Daniel,Jan
Laser,51.83274416049628,Ada,Jan
Radiometer,0.04905398583153098,Daniel,Jan
Laser,13,Carina,Jan
Radiometer,6.503242442202811,Daniel,Jan
Laser,19.391768866782787,Daniel,Jan
Thermometer,19,Carina,Jan
Radiometer,1.4016852747142763,Daniel,Jan
Laser,1.6003270036172357,Bernd,Jan
Thermometer,0.3993720796257989,Daniel,Jan
Thermometer,33,Carina,Jan
Laser,24.40763989145533,Bernd,Jan
Laser,32,Carina,Jan
Thermometer,7.827305162475073,Bernd,Jan
Laser,27.287784011154187,Daniel,Jan
Thermometer,20.043504152001024,Ada,Jan
Radiometer,15,Carina,Jan
Radiometer,29.76528944269321,Bernd,Jan
Thermometer,25,Carina,Jan
Radiometer,42.839960650598954,Ada,Jan
Radiometer,14.378259416758981,Bernd,Jan
Laser,4.3978607713890785,Daniel,Jan
Radiometer,1,Carina,Jan
Laser,0.0,Daniel,Jan
Thermometer,77.6209583776996,Ada,Jan
Thermometer,17.440744687061937,Bernd,Jan
Laser,8.379507786965391,Ada,Jan
Laser,15,Carina,Jan
Laser,25,Carina,Jan
Thermometer,99.13233896886055,Ada,Jan
Thermometer,26,Carina,Jan
Thermometer,25.326078504166894,Ada,Jan
Radiometer,0,Carina,Jan
Radiometer,7.165895475613257,Daniel,Jan
Laser,19,Carina,Jan
Radiometer,30.793025874423165,Daniel,Feb
Radiometer,63.80368361031257,Ada,Feb
Thermometer,2.1566277909530527,Daniel,Feb
Radiometer,45.17570095580914,Ada,Feb
Laser,4.011791814381115,Daniel,Feb
Thermometer,9.958702228220318,Bernd,Feb
Radiometer,33.98793939068508,Daniel,Feb
Thermometer,16.416444323678913,Ada,Feb
Laser,53.21795946014154,Ada,Feb
Laser,48.03614515033171,Bernd,Feb
Thermometer,46.65218166299338,Ada,Feb
Radiometer,18.289224100968028,Bernd,Feb
Laser,60.28763261947772,Ada,Feb
Thermometer,4.053477435335902,Daniel,Feb
Laser,6,Carina,Feb
Thermometer,26.11008688542331,Ada,Feb
Laser,25.888326774663163,Daniel,Feb
Thermometer,88.69782361972402,Ada,Feb
Radiometer,1.563425546207137,Daniel,Feb
Radiometer,7.492158596482068,Ada,Feb
Laser,18.06048490422524,Daniel,Feb
Laser,22,Carina,Feb
Thermometer,21,Carina,Feb
Laser,23,Carina,Feb
Radiometer,2.90855447432406,Daniel,Feb
Thermometer,12.191603229194723,Daniel,Feb
Radiometer,10.968103436643906,Bernd,Feb
Laser,12,Carina,Feb
Radiometer,22.69880712680373,Bernd,Feb
Laser,33,Carina,Feb
Thermometer,16,Carina,Feb
Laser,1,Carina,Feb
Laser,7.449307648234031,Daniel,Feb
Thermometer,0.8703601518093075,Daniel,Feb
Laser,84.6110457445503,Ada,Feb
Laser,17.18044282042433,Daniel,Feb
Thermometer,28,Carina,Feb
Laser,19.493021499299473,Daniel,Feb
Radiometer,99.13459553674436,Ada,Feb
Thermometer,64.68543512589284,Ada,Feb
Thermometer,34,Carina,Feb
Laser,57.9407207294801,Ada,Feb
Radiometer,2,Carina,Feb
Radiometer,9.478421422313241,Daniel,Feb
Laser,0.9342232456623035,Daniel,Feb
Radiometer,28.251186724405848,Bernd,Feb
Radiometer,53.070350837693766,Ada,Feb
Laser,0,Carina,Feb
Radiometer,11.908929265907675,Daniel,Feb
Laser,91.00351042511784,Ada,Feb
Thermometer,1,Carina,Feb
Thermometer,83.44710522861637,Ada,Feb
Radiometer,12.078052105644483,Bernd,Feb
Laser,47.29131970133258,Ada,Feb
Laser,14.133610067538637,Bernd,Feb
Radiometer,20,Carina,Feb
Laser,16.470016839903227,Bernd,Feb
Radiometer,7,Carina,Feb
Laser,98.92702310876463,Ada,Feb
Thermometer,23,Carina,Feb
Thermometer,15.819565735985242,Bernd,Feb
Thermometer,41.351984916743426,Ada,Feb
Thermometer,29,Carina,Feb
Laser,32,Carina,Feb
Thermometer,35,Carina,Feb
Thermometer,39.523855140908196,Bernd,Feb
Radiometer,1.75480424408194,Daniel,Feb
Thermometer,5.652618756578476,Bernd,Feb
Laser,12.222753178542888,Daniel,Feb
Thermometer,88.04094969399075,Ada,Feb
Laser,93.79476719906611,Ada,Feb
Laser,10.714140759948291,Daniel,Feb
Radiometer,35.96414836527304,Bernd,Feb
Radiometer,21,Carina,Feb
Thermometer,19,Carina,Feb
Laser,27.552354466002456,Bernd,Feb
Thermometer,10.058998917939737,Bernd,Feb
Thermometer,36.48844271929238,Bernd,Feb
Radiometer,34,Carina,Feb
Radiometer,20,Carina,Feb
Laser,38.62000780399379,Ada,Feb
Laser,28.161722118896037,Ada,Feb
Thermometer,24,Carina,Feb
Laser,4.24917686287475,Daniel,Feb
Thermometer,90.64221086686311,Ada,Feb
Thermometer,6.852905694396713,Daniel,Feb
Thermometer,88.2630763081219,Ada,Feb
Laser,28.885833154457448,Daniel,Feb
Laser,82.61527265881811,Ada,Feb
Thermometer,37.02685415284353,Bernd,Feb
Laser,5.6991629767186245,Bernd,Feb
Thermometer,63.29351921480257,Ada,Feb
Radiometer,11.633463662266664,Bernd,Feb
Radiometer,28,Carina,Feb
Laser,13,Carina,Feb
Laser,22,Carina,Feb
Thermometer,2.141988179061488,Bernd,Feb
Laser,95.7050587045261,Ada,Feb
Thermometer,67.27517328255729,Ada,Feb
Radiometer,0.688077026409507,Daniel,Feb
Radiometer,8,Carina,Feb
Radiometer,18.548243351225647,Bernd,Feb
Thermometer,15.308246081614174,Ada,Feb
Thermometer,5.15604180662344,Daniel,Feb
Thermometer,1,Carina,Feb
Thermometer,31.814453006123614,Daniel,Feb
Thermometer,12.251938496206547,Daniel,Feb
Thermometer,49.50913477399465,Bernd,Feb
Thermometer,34.474814216825656,Bernd,Feb
Laser,23,Carina,Feb
Laser,5,Carina,Feb
Thermometer,38.53485416398199,Bernd,Feb
Radiometer,8.992526626831463,Daniel,Feb
Radiometer,2.468470332154088,Daniel,Feb
Thermometer,1.202651836689217,Ada,Feb
