Messgerät,Messwert,Person,Monat
Thermometer,32.79648214221086,Bernd,Jan
Thermometer,4.786496517280457,Daniel,Jan
Thermometer,63.3511538197662,Ada,Jan
Thermometer,32.91731467446108,Daniel,Jan
Radiometer,6.827244229125578,Bernd,Jan
Thermometer,5.671671999058637,Ada,Jan
Laser,6,Carina,Jan
Radiometer,13.613425133865137,Bernd,Jan
Radiometer,0.09711771447221373,Daniel,Jan
Thermometer,23.721986225448255,Daniel,Jan
Radiometer,50.836171925413474,Ada,Jan
Radiometer,12,Carina,Jan
Laser,3.0347222588420095,Bernd,Jan
Radiometer,27.11897558845936,Ada,Jan
Radiometer,32.627864357712845,Daniel,Jan
Radiometer,21.237978684246478,Daniel,Jan
Radiometer,69.13075806682221,Ada,Jan
Thermometer,7.742845026633187,Daniel,Jan
Radiometer,33,Carina,Jan
Radiometer,21.76361139833945,Daniel,Jan
Thermometer,12,Carina,Jan
Radiometer,9.80714982606451,Bernd,Jan
Laser,16,Carina,Jan
Thermometer,26,Carina,Jan
Laser,1,Carina,Jan
Thermometer,27.976865535142693,Ada,Jan
Laser,41.610653666624124,Bernd,Jan
Thermometer,23,Carina,Jan
Laser,22.897497069632117,Bernd,Jan
Radiometer,10.673108875311172,Daniel,Jan
Radiometer,8.459699136918797,Ada,Jan
Thermometer,16.060026419392873,Daniel,Jan
Thermometer,9.994801239763273,Daniel,Jan
Laser,85.40315259549843,Ada,Jan
Radiometer,11,Carina,Jan
Radiometer,28.28287734696861,Bernd,Jan
Thermometer,80.42382406969728,Ada,Jan
Laser,11.438429546456675,Daniel,Jan
Thermometer,23,Carina,Jan
Radiometer,43.807086753089074,Daniel,Jan
Laser,11.433110200959645,Bernd,Jan
Laser,4.684341035265405,Daniel,Jan
Radiometer,23.771225945620152,Daniel,Jan
Thermometer,25.468681138346312,Daniel,Jan
Laser,3.344031484665018,Daniel,Jan
Radiometer,28.74053533875287,Bernd,Jan
Laser,0.1038023627056428,Daniel,Jan
Thermometer,6.7476918150716605,Bernd,Jan
Radiometer,3,Carina,Jan
Laser,42.148106899071976,Ada,Jan
Radiometer,74.0845635372659,Ada,Jan
Radiometer,96.53080640586946,Ada,Jan
Thermometer,42.498451811285435,Bernd,Jan
Laser,23.84042741892318,Daniel,Jan
Thermometer,0,Carina,Jan
Thermometer,27.42041911629809,Bernd,Jan
Laser,43.124265633360395,Bernd,Jan
Thermometer,16.713556518024575,Bernd,Jan
Thermometer,25.261087670437654,Daniel,Jan
Radiometer,0,Carina,Jan
Laser,33.31530651538439,Ada,Jan
Thermometer,3.066998086345949,Daniel,Jan
Thermometer,10,Carina,Jan
Laser,0.9776300684393502,Ada,Jan
Laser,3.2947000783832947,Bernd,Jan
Thermometer,81.31579606691986,Ada,Jan
Thermometer,1.7403773440154757,Ada,Jan
Laser,42.39402457046108,Bernd,Jan
Laser,3.3510324285368456,Daniel,Jan
Laser,1,Carina,Jan
Radiometer,3.709769097100768,Bernd,Jan
Thermometer,6,Carina,Jan
Thermometer,15.993459946701094,Ada,Jan
Radiometer,30.93064071178076,Bernd,Jan
Thermometer,7.119051056301001,Bernd,Jan
Thermometer,15.380746572225245,Ada,Jan
Laser,12.373652037132802,Daniel,Jan
Radiometer,30,Carina,Jan
Laser,5.16550682240381,Ada,Jan
Radiometer,13,Carina,Jan
Thermometer,35.793267363556275,Bernd,Jan
Thermometer,21,Carina,Jan
Radiometer,39.236699488792546,Bernd,Jan
Radiometer,25.985745277672176,Daniel,Jan
Laser,27,Carina,Jan
Radiometer,7.1784768394243965,Ada,Jan
Radiometer,51.210756154200176,Ada,Jan
Thermometer,11,Carina,Jan
Thermometer,32.04044042070363,Bernd,Jan
Radiometer,2.6503618508472435,Bernd,Jan
Laser,59.632397150664595,Ada,Jan
Thermometer,8.453654132678702,Daniel,Jan
Radiometer,18.30258762550321,Daniel,Jan
Thermometer,29.488281880226587,Bernd,Jan
Thermometer,34,Carina,Jan
Thermometer,99.37121269943717,Ada,Jan
Thermometer,17.339637352382255,Ada,Jan
Laser,0.0,Daniel,Jan
Radiometer,39.4906405948269,Bernd,Jan
Laser,1,Carina,Jan
Radiometer,35.88577015459785,Ada,Jan
Thermometer,30,Carina,Jan
Radiometer,33,Carina,Jan
Radiometer,10,Carina,Jan
Radiometer,28.74428364711535,Bernd,Jan
Laser,11.015835277257025,Bernd,Jan
Laser,9.075879341965953,Ada,Jan
Thermometer,21.257638205528984,Bernd,Jan
Radiometer,14.377313140408654,Bernd,Jan
Radiometer,79.70228251445212,Ada,Jan
