Messgerät,Messwert,Person,Monat
Laser,2.9441331270390876,Daniel,Jan
Laser,20,Carina,Jan
Radiometer,55.24294977826602,Ada,Jan
Laser,69.84582057090569,Ada,Jan
Laser,72.72770592950948,Ada,Jan
Laser,41.45440048698663,Ada,Jan
Laser,6.037426984682792,Bernd,Jan
Radiometer,16.306458249464363,Ada,Jan
Laser,16,Carina,Jan
Laser,80.18695110593411,Ada,Jan
Laser,18,Carina,Jan
Laser,27,Carina,Jan
Laser,7.467136542574149,Bernd,Jan
Radiometer,89.28206642311865,Ada,Jan
Thermometer,27.192417371415413,Ada,Jan
Laser,1,Carina,Jan
Laser,23,Carina,Jan
Radiometer,31,Carina,Jan
Radiometer,1,Carina,Jan
Thermometer,47.753884264938264,Ada,Jan
Radiometer,11.095973071762677,Ada,Jan
Thermometer,17.758605169834986,Ada,Jan
Radiometer,8,Carina,Jan
Laser,33.79567706036939,Bernd,Jan
Laser,97.59980569152744,Ada,Jan
Radiometer,12.846250021913095,Daniel,Jan
Laser,39.842231969586976,Bernd,Jan
Radiometer,16.112027362573933,Ada,Jan
Radiometer,29.380809872188852,Bernd,Jan
Laser,34,Carina,Jan
Radiometer,9.812693307786857,Ada,Jan
Thermometer,19.923763503293223,Daniel,Jan
Laser,37.17196091010085,Daniel,Jan
Radiometer,29,Carina,Jan
Radiometer,28.472974674713768,Ada,Jan
Thermometer,71.73616662227444,Ada,Jan
Radiometer,85.02286528962696,Ada,Jan
Thermometer,2.639738230053484,Bernd,Jan
Thermometer,11.506996378056192,Daniel,Jan
Laser,11.263948252948182,Daniel,Jan
Laser,3.4542412451690945,Daniel,Jan
Radiometer,41.50949413683298,Daniel,Jan
Thermometer,0.18079042189824146,Bernd,Jan
Thermometer,27,Carina,Jan
Laser,31.13025847163271,Bernd,Jan
Laser,30,Carina,Jan
Radiometer,17,Carina,Jan
Radiometer,24.252961021202065,Daniel,Jan
Thermometer,12.279942566338255,Daniel,Jan
Radiometer,45.71585476295209,Bernd,Jan
Laser,0.10088470977826303,Daniel,Jan
Thermometer,18,Carina,Jan
Radiometer,18.26644902188022,Daniel,Jan
Thermometer,2.9363566164267887,Bernd,Jan
Laser,21.241495092054873,Bernd,Jan
Thermometer,5.050568350425882,Bernd,Jan
Laser,2,Carina,Jan
Laser,91.70325673894692,Ada,Jan
Laser,47.41806313818964,Bernd,Jan
Radiometer,7.655146580690677,Daniel,Jan
Radiometer,16,Carina,Jan
Laser,49.05088848793017,Bernd,Jan
Thermometer,33.77804065592123,Bernd,Jan
Thermometer,33.82500124075144,Bernd,Jan
Radiometer,4,Carina,Jan
Radiometer,86.57337864461716,Ada,Jan
Radiometer,46.72479586883754,Bernd,Jan
Thermometer,28.36529233546082,Daniel,Jan
Laser,40.06630165633649,Ada,Jan
Thermometer,55.69501779704357,Ada,Jan
Thermometer,99.4706003648943,Ada,Jan
Thermometer,14.124375360255634,Daniel,Jan
Laser,26.960607789410908,Daniel,Jan
Thermometer,1.7406423006825968,Daniel,Jan
Laser,2.698280498199707,Bernd,Jan
Thermometer,8.380997413232208,Daniel,Jan
Laser,10.85228501504929,Daniel,Jan
Radiometer,26.496668437100848,Daniel,Jan
Radiometer,51.63381016184562,Ada,Jan
Radiometer,38.942138688043066,Bernd,Jan
Laser,4,Carina,Jan
Laser,8,Carina,Jan
Radiometer,2,Carina,Jan
Radiometer,40.69798269437282,Bernd,Jan
Radiometer,24.5842362306121,Bernd,Jan
Radiometer,81.36593595243396,Ada,Jan
Laser,28.113279689471863,Daniel,Jan
Radiometer,54.99021447440215,Ada,Jan
Thermometer,10,Carina,Jan
Radiometer,0.0,Daniel,Jan
Thermometer,10.294537347064011,Daniel,Jan
Radiometer,32,Carina,Jan
Laser,10,Carina,Jan
Radiometer,42.101504191414506,Bernd,Jan
Thermometer,12.29219926354858,Bernd,Jan
Radiometer,77.84283741099246,Ada,Jan
Radiometer,10.054773682008445,Bernd,Jan
Radiometer,10.658212990737432,Daniel,Jan
Laser,12.080975903852043,Ada,Jan
Laser,24,Carina,Jan
Thermometer,18.84675505011078,Bernd,Jan
Thermometer,7.481636040403606,Daniel,Jan
Thermometer,14,Carina,Jan
Thermometer,29.50245884720017,Bernd,Jan
Radiometer,6,Carina,Jan
Thermometer,97.78462629568007,Ada,Jan
Laser,9.58154657219233,Daniel,Jan
Thermometer,79.5930454886924,Ada,Jan
Radiometer,80.98337151170422,Ada,Jan
Radiometer,97.87689013161999,Ada,Jan
Laser,21.011206302522123,Ada,Jan
Radiometer,40.391247801999384,Bernd,Jan
Laser,51.04574061496936,Ada,Jan
Radiometer,30,Carina,Jan
Radiometer,76.96067567802825,Ada,Jan
Laser,3.0816896199060917,Ada,Jan
Thermometer,31.85715947789064,Bernd,Jan
Thermometer,5.165039130197482,Daniel,Jan
Laser,38.755970334112945,Ada,Jan
Thermometer,28.886591747128037,Bernd,Jan
Thermometer,5.197531134858924,Bernd,Jan
Laser,42.459527024551875,Bernd,Jan
Radiometer,10.617786014778407,Ada,Jan
Laser,16.650481158959337,Daniel,Jan
Radiometer,18.811886667829274,Daniel,Jan
Thermometer,11.940268755938055,Ada,Feb
Radiometer,1.99403437854131,Daniel,Feb
Radiometer,50.60610761287233,Ada,Feb
Radiometer,33.478257286848475,Daniel,Feb
Radiometer,9.885658595785225,Daniel,Feb
Thermometer,18.42566972178706,Daniel,Feb
Thermometer,3.467169346338439,Bernd,Feb
Laser,17.321053424648714,Bernd,Feb
Thermometer,26,Carina,Feb
Radiometer,1.9745665054131112,Bernd,Feb
Laser,2.2187559794765574,Daniel,Feb
Radiometer,17.39974195482829,Bernd,Feb
Radiometer,16.450144633034114,Ada,Feb
Laser,17,Carina,Feb
Radiometer,93.72743090453352,Ada,Feb
Radiometer,11,Carina,Feb
Radiometer,5.005334491751512,Ada,Feb
Radiometer,21.143040871263025,Bernd,Feb
Radiometer,21.28345202090084,Ada,Feb
