Messgerät,Messwert,Person,Monat
Laser,16.41608303854834,Daniel,Jan
Thermometer,9.016752562978786,Daniel,Jan
Radiometer,3,Carina,Jan
Radiometer,12.191885865646674,Bernd,Jan
Thermometer,0,Carina,Jan
Thermometer,20.086943020604053,Ada,Jan
Thermometer,74.81450901470251,Ada,Jan
Radiometer,22.280735339634923,Bernd,Jan
Radiometer,98.45662431203073,Ada,Jan
Thermometer,20.213093762186663,Bernd,Jan
Radiometer,13,Carina,Jan
Thermometer,4.219117230231934,Daniel,Jan
Laser,36.14794259242707,Bernd,Jan
Radiometer,35,Carina,Jan
Laser,19.232088615721963,Daniel,Jan
Thermometer,44.67711254472757,Bernd,Jan
Laser,6.743973004455755,Daniel,Jan
Thermometer,23.80816047065992,Bernd,Jan
Laser,11.858739764478354,Bernd,Jan
Thermometer,12.327274600033544,Bernd,Jan
Thermometer,78.01645971693138,Ada,Jan
Radiometer,15,Carina,Jan
Radiometer,38.12651888022823,Bernd,Jan
Thermometer,18.759541821878774,Bernd,Jan
Thermometer,4.637610178885802,Daniel,Jan
Radiometer,21,Carina,Jan
Radiometer,23.026096039536004,Ada,Jan
Radiometer,7.047663397328467,Daniel,Jan
Thermometer,39.553023310266205,Bernd,Jan
Thermometer,17,Carina,Jan
Thermometer,24.26645000360692,Bernd,Jan
Thermometer,32,Carina,Jan
Thermometer,96.68244521736757,Ada,Jan
Radiometer,28.582127627025155,Daniel,Jan
Thermometer,83.99793277866289,Ada,Jan
Radiometer,13.803128459015944,Ada,Jan
Laser,1.7302776600767051,Daniel,Jan
Radiometer,13.144018403031044,Ada,Jan
Laser,21.190400142107613,Ada,Jan
Radiometer,27,Carina,Jan
Radiometer,22.018343591915528,Daniel,Jan
Thermometer,11.269276090871623,Daniel,Jan
Radiometer,7.709652746131492,Daniel,Jan
Laser,81.56980967875884,Ada,Jan
Laser,3.088681299486432,Daniel,Jan
Laser,22.52503743239827,Bernd,Jan
Thermometer,21.01445573301448,Daniel,Jan
Radiometer,7,Carina,Jan
Radiometer,1.6445308668581293,Ada,Jan
