Messgerät,Messwert,Person,Monat
Radiometer,25,Carina,Jan
Thermometer,15.115121461021438,Daniel,Jan
Thermometer,98.26566423343588,Ada,Jan
Thermometer,0.0,Daniel,Jan
Radiometer,25.541384787519643,Bernd,Jan
Radiometer,0,Carina,Jan
Laser,46.3933683787489,Bernd,Jan
Laser,2,Carina,Jan
Radiometer,30,Carina,Jan
Radiometer,10,Carina,Jan
Laser,9,Carina,Jan
Laser,1.8881509322702152,Daniel,Jan
Radiometer,14.1781238557745,Bernd,Jan
Thermometer,0.8140839583576778,Daniel,Jan
Laser,32.87523170028699,Ada,Jan
Radiometer,46.749032777899934,Ada,Jan
Laser,45.44632873735856,Bernd,Jan
Radiometer,20,Carina,Jan
Radiometer,19.983735088556354,Bernd,Jan
Laser,27.244645819339347,Daniel,Jan
Thermometer,18.394698722559706,Bernd,Jan
Thermometer,11.886146455872868,Daniel,Jan
Radiometer,30,Carina,Jan
Laser,52.92262672128606,Ada,Jan
Thermometer,12.300506281933982,Bernd,Jan
Thermometer,63.8645509792253,Ada,Jan
Thermometer,12.001988755079301,Bernd,Jan
Radiometer,32,Carina,Jan
Thermometer,43.89587439176127,Bernd,Jan
Thermometer,1.9751633533640032,Daniel,Jan
Radiometer,11.434284687955996,Daniel,Jan
Radiometer,12,Carina,Jan
Thermometer,20,Carina,Jan
Laser,4.693098915333109,Daniel,Jan
Radiometer,85.39529457946084,Ada,Jan
Laser,16,Carina,Jan
Thermometer,10.937415859993145,Daniel,Jan
Radiometer,23.08082201803264,Ada,Jan
Radiometer,23.19673871873606,Bernd,Jan
Radiometer,10.87325305575555,Ada,Jan
Radiometer,32.749833199879866,Bernd,Jan
Radiometer,32.590244129257684,Ada,Jan
Radiometer,22,Carina,Jan
Radiometer,3.040793595337882,Bernd,Jan
Thermometer,6.55923853878122,Bernd,Jan
Thermometer,25.339454499413556,Daniel,Jan
Laser,5.224668927794998,Daniel,Jan
Thermometer,42.896296372811335,Ada,Jan
Thermometer,7.954682766310245,Daniel,Jan
Thermometer,35,Carina,Jan
Radiometer,26.7735759392989,Bernd,Jan
Radiometer,83.26621859781928,Ada,Jan
Laser,8,Carina,Jan
Radiometer,10,Carina,Jan
Radiometer,4.289313588659457,Daniel,Jan
Radiometer,63.711382799245165,Ada,Jan
Thermometer,15.12316446195444,Daniel,Jan
Radiometer,30,Carina,Jan
Laser,44.13318259975159,Bernd,Jan
Radiometer,49.84932084210965,Bernd,Jan
Radiometer,0.8642386121990975,Ada,Jan
Thermometer,3.8420988976629267,Ada,Jan
Thermometer,6.61722562965662,Bernd,Jan
Thermometer,25.465112432115795,Bernd,Jan
Thermometer,33,Carina,Jan
Thermometer,0.3132092329538396,Daniel,Jan
Radiometer,6.854680917811729,Bernd,Jan
Laser,21,Carina,Jan
Thermometer,47.786483093382856,Bernd,Jan
Thermometer,1.1484746881283752,Daniel,Jan
Laser,6.0145928280678795,Daniel,Jan
Thermometer,30.22106961692482,Bernd,Jan
Radiometer,45.01972133205662,Bernd,Jan
Laser,25,Carina,Jan
Thermometer,95.63758092179351,Ada,Jan
Thermometer,4.4340789679306605,Daniel,Jan
Radiometer,86.29378102967301,Ada,Jan
Radiometer,58.823137204860856,Ada,Jan
Radiometer,70.55630746806568,Ada,Jan
Thermometer,40.36372465781511,Ada,Jan
Radiometer,59.03098108669808,Ada,Jan
Laser,2,Carina,Jan
Thermometer,43.08267475868744,Daniel,Jan
Radiometer,1.658100244934787,Daniel,Jan
Radiometer,25,Carina,Jan
Laser,92.96602168545697,Ada,Jan
Laser,45.590887592085885,Ada,Jan
Laser,93.05660777342804,Ada,Jan
