Messgerät,Messwert,Person,Monat
Laser,15,Carina,Jan
Radiometer,7.86981897731466,Daniel,Jan
Thermometer,40.11858797109664,Bernd,Jan
Laser,20.197577763978803,Ada,Jan
Laser,20.079049623727673,Ada,Jan
Thermometer,22,Carina,Jan
Thermometer,17,Carina,Jan
Laser,33,Carina,Jan
Thermometer,28,Carina,Jan
Thermometer,7.798666975033645,Daniel,Jan
Laser,78.3182962533777,Ada,Jan
Radiometer,38.16027847115822,Daniel,Jan
Radiometer,62.61438262176876,Ada,Jan
Laser,8.983890111102848,Bernd,Jan
Thermometer,17.674453111367562,Daniel,Jan
Laser,2.1813984322082605,Daniel,Jan
Thermometer,2.2599852263370455,Daniel,Jan
Radiometer,48.374920292609055,Bernd,Jan
Thermometer,26,Carina,Jan
Thermometer,15,Carina,Jan
Laser,32,Carina,Jan
Laser,7.8898169669500415,Bernd,Jan
Laser,25,Carina,Jan
Thermometer,26.56733824537827,Bernd,Jan
Laser,46.367034971791945,Ada,Jan
Thermometer,18.580681880128257,Ada,Jan
Thermometer,27.43934106970573,Bernd,Jan
Laser,9.171715089477555,Bernd,Jan
Laser,0.0,Daniel,Jan
Laser,30,Carina,Jan
Laser,33.32746353654938,Bernd,Jan
Thermometer,33.59677130998373,Ada,Jan
Radiometer,89.49917939789648,Ada,Jan
Radiometer,28,Carina,Jan
Thermometer,24,Carina,Jan
Laser,1.5335363053189166,Ada,Jan
Radiometer,6.64799656040409,Ada,Jan
Radiometer,78.13874938507624,Ada,Jan
Thermometer,20.72206324535139,Bernd,Jan
Thermometer,61.809047579093665,Ada,Jan
Thermometer,23.32947246205373,Bernd,Jan
Radiometer,24.229125639222833,Bernd,Jan
Thermometer,30,Carina,Jan
Radiometer,21.090003914283333,Daniel,Jan
Thermometer,24.5314133320749,Ada,Jan
Thermometer,91.35252045190268,Ada,Jan
Laser,34.664576036049745,Ada,Jan
Radiometer,3.4705285518300877,Ada,Jan
Radiometer,83.45948131079396,Ada,Jan
Laser,4.6569480182628284,Daniel,Jan
Laser,48.37940557646999,Bernd,Jan
Radiometer,23.751834098970093,Daniel,Jan
Radiometer,12.384108307126496,Bernd,Jan
Thermometer,53.429323619808514,Ada,Jan
Thermometer,48.470894973823484,Bernd,Jan
Radiometer,18,Carina,Jan
Thermometer,14.20339740492066,Ada,Jan
Radiometer,22.051784325093976,Bernd,Jan
Radiometer,29.571686414145315,Ada,Jan
Thermometer,14.869600543431138,Ada,Jan
Laser,11.344896364171753,Ada,Jan
Laser,61.5594868747181,Ada,Jan
Laser,10.927019915474052,Bernd,Jan
Laser,19,Carina,Jan
Thermometer,29.777121695173417,Daniel,Jan
Thermometer,6.202940907592913,Bernd,Jan
Thermometer,27.561801757840275,Bernd,Jan
Thermometer,31,Carina,Jan
Thermometer,27.017591657120576,Bernd,Jan
Thermometer,46.26412029984465,Ada,Jan
Laser,69.22734005898403,Ada,Jan
Laser,30,Carina,Jan
Radiometer,11.503311879909308,Daniel,Jan
Thermometer,13,Carina,Jan
Radiometer,75.36815122488973,Ada,Jan
Radiometer,26.946340685018146,Daniel,Jan
Laser,12.382872301582893,Ada,Jan
Laser,33.18950901532539,Daniel,Jan
Radiometer,2.3293300342459355,Daniel,Jan
Thermometer,7,Carina,Jan
Radiometer,17.568368834291217,Daniel,Jan
Thermometer,13.532509999533648,Daniel,Jan
Radiometer,12,Carina,Jan
Laser,58.42804352547232,Ada,Jan
Radiometer,26.14706620258613,Bernd,Jan
Laser,7.112414558482177,Daniel,Jan
Radiometer,16,Carina,Jan
Radiometer,21,Carina,Jan
Laser,64.75204052647815,Ada,Jan
Thermometer,9,Carina,Jan
Thermometer,24.93869436396492,Bernd,Jan
Radiometer,26.62530827662033,Ada,Jan
Laser,2.008704742319907,Daniel,Jan
Thermometer,16.543033272561203,Bernd,Jan
Laser,19.759241548952442,Daniel,Jan
Thermometer,8.504347727170014,Daniel,Jan
Laser,62.41644895602904,Ada,Jan
Laser,13.880722051895308,Daniel,Jan
Radiometer,0.7758506945805835,Daniel,Jan
Radiometer,44.286788518263016,Bernd,Jan
Thermometer,20.264632629765266,Bernd,Jan
Radiometer,24.65911880547414,Bernd,Jan
Thermometer,42.86017093486209,Bernd,Jan
Radiometer,26,Carina,Jan
Laser,49.320117836487576,Ada,Jan
Thermometer,4,Carina,Jan
Laser,17.575454520883582,Ada,Jan
Thermometer,7.438751416261768,Ada,Jan
Thermometer,4,Carina,Jan
Thermometer,11,Carina,Jan
Laser,27.04455637739936,Bernd,Jan
Radiometer,38.516149552230104,Ada,Jan
Thermometer,32.18724418344707,Ada,Jan
Thermometer,27.598804538010018,Bernd,Jan
Radiometer,27.138962123163367,Bernd,Jan
Laser,4.6622402463452115,Daniel,Jan
Laser,0.4178562132584398,Daniel,Jan
Laser,40.88661299555505,Daniel,Jan
Radiometer,17,Carina,Jan
Thermometer,70.04502593382385,Ada,Jan
Thermometer,14.098780077813725,Daniel,Jan
Radiometer,5,Carina,Jan
Laser,8.45007223283382,Daniel,Jan
Thermometer,22.111399937720343,Bernd,Jan
Radiometer,3.171226821577078,Ada,Jan
Laser,13,Carina,Jan
Thermometer,9.438955165237594,Ada,Jan
Laser,35.572261771250126,Ada,Jan
Radiometer,43.88378826360829,Bernd,Jan
Radiometer,9.037056380449304,Bernd,Jan
Thermometer,7.870352906597045,Ada,Feb
Thermometer,0.04424410063865669,Daniel,Feb
Laser,31.358782345690102,Bernd,Feb
Radiometer,16,Carina,Feb
Radiometer,38.33233262085749,Bernd,Feb
Radiometer,19,Carina,Feb
Laser,5.306202096299915,Daniel,Feb
Thermometer,34,Carina,Feb
Thermometer,27.61314523264408,Daniel,Feb
Radiometer,0.3948137483474111,Daniel,Feb
