Messgerät,Messwert,Person,Monat
Thermometer,12.329990882518333,Daniel,Jan
Thermometer,11.353539973438757,Daniel,Jan
Radiometer,9.267162216426485,Daniel,Jan
Laser,9.651103071416037,Daniel,Jan
Laser,15,Carina,Jan
Thermometer,20.18035788417839,Ada,Jan
Radiometer,9,Carina,Jan
Thermometer,5.2936073984518695,Daniel,Jan
Laser,80.67105517824548,Ada,Jan
Thermometer,42.8721474710553,Ada,Jan
Thermometer,17,Carina,Jan
Thermometer,24.52373483831398,Bernd,Jan
Laser,1.2206093206581337,Bernd,Jan
Laser,68.03862846086693,Ada,Jan
Laser,19,Carina,Jan
Thermometer,35.76175450224218,Bernd,Jan
Thermometer,98.69392179187294,Ada,Jan
Thermometer,27,Carina,Jan
Laser,16,Carina,Jan
Thermometer,81.0283316074116,Ada,Jan
Thermometer,6.173088883163978,Daniel,Jan
Radiometer,73.05934348467423,Ada,Jan
Radiometer,21.031738259490464,Ada,Jan
Laser,42.65690500954113,Bernd,Jan
Radiometer,2.715477419994572,Ada,Jan
Thermometer,10,Carina,Jan
Thermometer,79.58356211613707,Ada,Jan
Thermometer,37.1577976249191,Ada,Jan
Thermometer,5.706040059609416,Daniel,Jan
Laser,6.265750068588733,Bernd,Jan
Thermometer,26.70152218778639,Bernd,Jan
Radiometer,3.882365122088416,Ada,Jan
Thermometer,31,Carina,Jan
Laser,5.211148021985585,Daniel,Jan
Laser,53.729387997224045,Ada,Jan
Thermometer,26.86060001110022,Ada,Jan
Radiometer,31,Carina,Jan
Laser,2.100924493500922,Daniel,Jan
Laser,6.015770533203191,Bernd,Jan
Laser,18.022888414931582,Ada,Jan
Thermometer,0.9226481308576884,Daniel,Jan
Thermometer,29.591714466762987,Bernd,Jan
Laser,1.6812757067465536,Daniel,Jan
Laser,5.528163920540271,Daniel,Jan
Laser,15,Carina,Jan
Laser,10,Carina,Jan
Radiometer,21,Carina,Jan
Laser,0.15777395725698318,Daniel,Jan
Laser,13,Carina,Jan
Laser,6.28524555416734,Daniel,Jan
Radiometer,80.10951742911743,Ada,Jan
Thermometer,26.775560086856085,Daniel,Jan
Radiometer,40.023409343177924,Daniel,Jan
Thermometer,21.278994691730578,Daniel,Jan
Radiometer,22.127771527902834,Bernd,Jan
Laser,26,Carina,Jan
Radiometer,73.90865772412187,Ada,Jan
Thermometer,2,Carina,Jan
Radiometer,87.28602262553166,Ada,Jan
Radiometer,29,Carina,Jan
Radiometer,29.00834452172215,Bernd,Jan
Radiometer,13.951352662657612,Ada,Jan
Thermometer,12.301009039297044,Bernd,Jan
Thermometer,50.89103402649753,Ada,Jan
Thermometer,75.83880845856237,Ada,Jan
Radiometer,18,Carina,Jan
Radiometer,0,Carina,Jan
Laser,49.378897271994525,Ada,Jan
Laser,29.283525796350222,Bernd,Jan
Radiometer,0,Carina,Jan
Laser,43.877643143959915,Bernd,Jan
Radiometer,9.281608931812551,Bernd,Jan
Laser,31,Carina,Jan
Thermometer,15.384739042056205,Bernd,Jan
Radiometer,62.4784419000059,Ada,Jan
Laser,5.649974943168649,Daniel,Jan
Radiometer,3.8403954234927675,Daniel,Jan
Radiometer,18.56049161168475,Ada,Jan
Thermometer,46.30261273778448,Bernd,Jan
Thermometer,10,Carina,Jan
Radiometer,16,Carina,Jan
Radiometer,23.146288272363577,Daniel,Jan
Radiometer,14.123186191050474,Ada,Jan
Thermometer,0.0,Daniel,Jan
Thermometer,18.159669231360077,Bernd,Jan
Laser,31,Carina,Jan
Laser,38.103666728381754,Bernd,Jan
Laser,3.0563584837749636,Daniel,Jan
Laser,1.5526937538352659,Bernd,Jan
Radiometer,0.007075276899509708,Bernd,Jan
Radiometer,18,Carina,Feb
Laser,6.4149222819368585,Daniel,Feb
Radiometer,16.217511438112425,Daniel,Feb
Thermometer,29.113263169505903,Bernd,Feb
Thermometer,3.4330982076457794,Bernd,Feb
Laser,29.061066499351373,Bernd,Feb
