Messgerät,Messwert,Person,Monat
Radiometer,11.230408007857518,Bernd,Jan
Laser,19,Carina,Jan
Thermometer,81.5219757770215,Ada,Jan
Thermometer,5.960868319359553,Bernd,Jan
Thermometer,20.5172187174654,Ada,Jan
Thermometer,8.969203425550889,Daniel,Jan
Radiometer,84.88196918251793,Ada,Jan
Laser,12,Carina,Jan
Thermometer,36.99571888034531,Ada,Jan
Radiometer,24,Carina,Jan
Radiometer,31.923233613798903,Bernd,Jan
Radiometer,48.498598328175184,Bernd,Jan
Thermometer,4.151495718971597,Daniel,Jan
Radiometer,1.0172443005457357,Daniel,Jan
Radiometer,9.610339299900398,Daniel,Jan
Thermometer,15.89510978303088,Bernd,Jan
Radiometer,28,Carina,Jan
Thermometer,23,Carina,Jan
Laser,15.669213659869536,Bernd,Jan
Radiometer,28.79495507702207,Bernd,Jan
Thermometer,7.869497987098262,Bernd,Jan
Radiometer,28,Carina,Jan
Radiometer,10,Carina,Jan
Laser,1.9340446068195043,Daniel,Jan
Thermometer,0.41746394053012525,Daniel,Jan
Radiometer,12,Carina,Jan
Radiometer,35.863429954281955,Bernd,Jan
Radiometer,25,Carina,Jan
Laser,10,Carina,Jan
Radiometer,14.004635670460164,Bernd,Jan
Laser,19.18022897052909,Bernd,Jan
Radiometer,19.959869126160402,Bernd,Jan
Thermometer,6,Carina,Jan
Laser,36.376538804210426,Bernd,Jan
Thermometer,7.597431373997921,Bernd,Jan
Radiometer,29.186431975784615,Bernd,Jan
Laser,4,Carina,Jan
Radiometer,3.881871122727898,Bernd,Jan
Radiometer,30.168138128414917,Bernd,Jan
Radiometer,43.61998720167386,Bernd,Jan
Thermometer,22.785736604851564,Daniel,Jan
Radiometer,8.748675237405484,Bernd,Jan
Radiometer,8.895026625953374,Daniel,Jan
Radiometer,25.867478923792252,Ada,Jan
Thermometer,33,Carina,Jan
Laser,27.769375071842965,Bernd,Jan
Laser,21,Carina,Jan
Laser,53.21194370543425,Ada,Jan
Radiometer,17.766726425433745,Daniel,Jan
Thermometer,35.34435901907438,Daniel,Jan
Thermometer,5.759949214379024,Bernd,Jan
Laser,28.02236699071542,Bernd,Jan
Radiometer,36.08449343041594,Bernd,Jan
Laser,5.403338527995782,Daniel,Jan
Radiometer,11.247215118485423,Daniel,Jan
Thermometer,19,Carina,Jan
Radiometer,82.9373200749869,Ada,Jan
Radiometer,21.52624075516035,Daniel,Jan
Thermometer,10,Carina,Jan
Thermometer,30.9886994196621,Bernd,Jan
Radiometer,27.82283953075302,Ada,Jan
Thermometer,11.147710342917838,Ada,Jan
Laser,4,Carina,Jan
Thermometer,24,Carina,Jan
Thermometer,50.17796877108837,Ada,Jan
Thermometer,22.788488101750193,Bernd,Jan
Laser,90.92521418041835,Ada,Jan
Thermometer,29.94464330892994,Bernd,Jan
Thermometer,30.524053099123847,Bernd,Jan
Laser,25,Carina,Jan
Radiometer,28.439049566409096,Daniel,Jan
Thermometer,13.406216346916134,Ada,Jan
Thermometer,5,Carina,Jan
Thermometer,26.293490620121375,Bernd,Jan
Thermometer,35,Carina,Jan
Radiometer,4.4730701122468295,Bernd,Jan
Radiometer,34.82713213975789,Bernd,Jan
Thermometer,3,Carina,Jan
Thermometer,10,Carina,Jan
Laser,24.337007307692048,Bernd,Jan
Laser,58.78152954654071,Ada,Jan
Laser,30.68180195909573,Daniel,Jan
Laser,22.419554042027663,Bernd,Jan
Laser,11,Carina,Jan
Thermometer,0.8518196236262177,Daniel,Jan
Laser,3,Carina,Jan
Radiometer,20,Carina,Jan
Thermometer,31,Carina,Jan
Radiometer,78.04537116311519,Ada,Jan
Laser,41.48858997634909,Ada,Jan
Radiometer,8.81703962745553,Daniel,Jan
Laser,4,Carina,Jan
Radiometer,3.38330999848232,Ada,Jan
Thermometer,21,Carina,Jan
Laser,2.057287517546352,Bernd,Jan
Thermometer,11.230167410344528,Bernd,Jan
Laser,11.910878954469698,Daniel,Jan
Thermometer,25,Carina,Jan
Radiometer,48.738915216389,Ada,Jan
Radiometer,5.1876999675565525,Daniel,Jan
Thermometer,75.7965660295847,Ada,Jan
Radiometer,19.596433766292254,Daniel,Jan
Radiometer,35.52127497394287,Bernd,Jan
Thermometer,8,Carina,Jan
Radiometer,15.469603088111489,Bernd,Jan
Radiometer,6,Carina,Jan
Thermometer,23,Carina,Jan
Thermometer,36.34458641536467,Ada,Jan
Laser,7,Carina,Jan
Thermometer,3.165370019229213,Bernd,Jan
Radiometer,0,Carina,Jan
Radiometer,11.467404076449517,Ada,Jan
Radiometer,16,Carina,Jan
Laser,33,Carina,Jan
Laser,34.73069691646579,Daniel,Jan
Thermometer,27.45657608842877,Daniel,Jan
Laser,10.979089835905388,Ada,Jan
Thermometer,4.781322898750474,Daniel,Jan
Radiometer,46.56720651630225,Bernd,Jan
Radiometer,19.216400041126125,Bernd,Jan
Laser,23.01995103106768,Bernd,Jan
Thermometer,64.40477437938705,Ada,Jan
Laser,95.83600107400055,Ada,Jan
Radiometer,1,Carina,Jan
Thermometer,2,Carina,Jan
Radiometer,27.316437312827112,Ada,Jan
Laser,23.62505216058705,Bernd,Jan
Laser,0.9367022448954675,Daniel,Jan
Laser,43.347012536405224,Bernd,Jan
Thermometer,14.314072144967154,Bernd,Jan
Radiometer,16,Carina,Jan
Laser,72.49207481543202,Ada,Jan
Thermometer,2.414824682023531,Ada,Jan
Laser,0.8888534394838015,Daniel,Jan
Thermometer,7.593070443550848,Daniel,Jan
Thermometer,19.34459257781266,Ada,Jan
Radiometer,4,Carina,Jan
Laser,0.0,Daniel,Jan
Laser,11,Carina,Jan
Laser,6.822311100981684,Daniel,Jan
Laser,1.0303287736378242,Daniel,Jan
Laser,24.79402354423642,Ada,Jan
Radiometer,6,Carina,Jan
Radiometer,26.25441488265279,Bernd,Feb
Thermometer,18,Carina,Feb
Laser,20.592116465133337,Ada,Feb
Laser,21.964868679601135,Daniel,Feb
Laser,35,Carina,Feb
Thermometer,46.41019349636675,Bernd,Feb
Thermometer,6.964754168161019,Bernd,Feb
Radiometer,4.635550189511073,Bernd,Feb
Radiometer,8,Carina,Feb
Thermometer,87.48894502099007,Ada,Feb
Thermometer,35,Carina,Feb
Laser,46.55423714583636,Bernd,Feb
Radiometer,23.70912270623387,Daniel,Feb
Laser,10.037908196650028,Daniel,Feb
Radiometer,19,Carina,Feb
Thermometer,18,Carina,Feb
Laser,0.8585209347467215,Daniel,Feb
Radiometer,24,Carina,Feb
Laser,28,Carina,Feb
Laser,47.94335496281295,Ada,Feb
Thermometer,10.608490453727882,Ada,Feb
Laser,34,Carina,Feb
Radiometer,25.97638068071592,Bernd,Feb
Radiometer,5.910777380614169,Daniel,Feb
Thermometer,20.61347919373401,Ada,Feb
Thermometer,4.472517368058434,Daniel,Feb
Thermometer,25.713751023752263,Ada,Feb
Laser,17.157982815272284,Daniel,Feb
Radiometer,5.793360959812777,Bernd,Feb
Thermometer,24.418211273578695,Ada,Feb
Laser,40.63503329126193,Bernd,Feb
Radiometer,16.90917011255471,Daniel,Feb
Thermometer,96.71234989845043,Ada,Feb
Thermometer,88.07256656106401,Ada,Feb
Radiometer,37.62059473262339,Bernd,Feb
Radiometer,36.7081394663075,Ada,Feb
Laser,12,Carina,Feb
Thermometer,19.269188772576964,Daniel,Feb
Laser,14.597546562737968,Bernd,Feb
Thermometer,77.67874840690048,Ada,Feb
Radiometer,32.47007449109279,Bernd,Feb
Laser,2.256919858906981,Daniel,Feb
Laser,43.99717506355027,Ada,Feb
Thermometer,60.87232609808336,Ada,Feb
Laser,27,Carina,Feb
Radiometer,11.906823874783578,Bernd,Feb
Laser,52.713811322564105,Ada,Feb
Radiometer,39.51774050680225,Daniel,Feb
Thermometer,0.8921799319454804,Bernd,Feb
Radiometer,18.96921971959791,Ada,Feb
Radiometer,46.90897544910806,Bernd,Feb
Laser,37.642309718354326,Ada,Feb
Radiometer,98.67818408766738,Ada,Feb
Thermometer,32,Carina,Feb
Thermometer,39.775199123656975,Daniel,Feb
Radiometer,23,Carina,Feb
Laser,2,Carina,Feb
Radiometer,8,Carina,Feb
