Messgerät,Messwert,Person,Monat
Laser,1.293737333113845,Daniel,Jan
Radiometer,7.125807804889197,Daniel,Jan
Thermometer,20,Carina,Jan
Radiometer,32.258887739936924,Bernd,Jan
Laser,48.82750014390337,Bernd,Jan
Laser,22,Carina,Jan
Thermometer,2,Carina,Jan
Laser,31.394648893342524,Bernd,Jan
Laser,30.444788330889654,Daniel,Jan
Laser,24.42112378373709,Daniel,Jan
Thermometer,44.91704885832518,Bernd,Jan
Thermometer,2.7818646046147126,Daniel,Jan
Laser,18.73172624788355,Bernd,Jan
Laser,68.30929298043965,Ada,Jan
Laser,1.9891186957362352,Daniel,Jan
Thermometer,29,Carina,Jan
Thermometer,13,Carina,Jan
Radiometer,10,Carina,Jan
Laser,1.8410154515747306,Daniel,Jan
Thermometer,22.986854076330516,Daniel,Jan
Thermometer,16,Carina,Jan
Thermometer,6.506951402366283,Daniel,Jan
Laser,18,Carina,Jan
Radiometer,25,Carina,Jan
Radiometer,75.71496996751887,Ada,Jan
Radiometer,18,Carina,Jan
Radiometer,68.64815694717757,Ada,Jan
Thermometer,1,Carina,Jan
Radiometer,47.1785702551157,Bernd,Jan
Radiometer,29.332455020513738,Bernd,Jan
Thermometer,27.620591697479735,Bernd,Jan
Radiometer,27.189162372036122,Bernd,Jan
Laser,1.5192299005775012,Ada,Jan
Radiometer,21.714834219456602,Ada,Jan
Thermometer,2,Carina,Jan
Thermometer,48.4453153117565,Bernd,Jan
Thermometer,7.452082694489842,Bernd,Jan
Laser,8.718861066606163,Daniel,Jan
Radiometer,28.131460539449115,Ada,Jan
Thermometer,2.7088535796740754,Ada,Jan
Thermometer,24.059553175462085,Bernd,Jan
Laser,32,Carina,Jan
Radiometer,12.449248619602924,Daniel,Jan
Laser,16,Carina,Jan
Radiometer,29.235540782338525,Bernd,Jan
Laser,10,Carina,Jan
Radiometer,6,Carina,Jan
Laser,81.15906137185122,Ada,Jan
Thermometer,80.8798360057667,Ada,Jan
Radiometer,50.144956493795775,Ada,Jan
Radiometer,18.502235758386643,Bernd,Jan
Thermometer,10,Carina,Jan
Radiometer,27.94953779567873,Bernd,Jan
Radiometer,31,Carina,Jan
Radiometer,4.347855741024365,Ada,Jan
Radiometer,30.571903057548205,Bernd,Jan
Thermometer,29,Carina,Jan
Laser,29,Carina,Jan
Laser,32,Carina,Jan
Thermometer,15,Carina,Jan
Thermometer,23.149019427273487,Daniel,Jan
Thermometer,69.42728941357407,Ada,Jan
Laser,4.107524117931824,Daniel,Jan
Thermometer,75.9830928165782,Ada,Jan
Laser,18.245234706795294,Bernd,Jan
Thermometer,47.865819736397654,Bernd,Jan
Radiometer,16,Carina,Jan
Radiometer,78.35412415002595,Ada,Jan
Laser,3.556772635881285,Daniel,Jan
Thermometer,30.445933189336138,Bernd,Jan
Radiometer,77.14156629168134,Ada,Jan
Radiometer,94.96060037865918,Ada,Jan
Radiometer,31.814133106122945,Ada,Jan
Thermometer,17.060741021102523,Ada,Jan
Radiometer,21,Carina,Jan
Laser,0.11771281490424512,Daniel,Jan
Thermometer,29.871026644224163,Daniel,Jan
Thermometer,2.4210780543671175,Daniel,Jan
Radiometer,10,Carina,Jan
Thermometer,31.959276563204707,Ada,Jan
Laser,0.0,Daniel,Jan
Thermometer,8,Carina,Jan
Thermometer,0.9053611006328132,Daniel,Jan
Laser,0.7535889401284819,Daniel,Jan
Thermometer,17.31787167718052,Ada,Jan
Radiometer,33,Carina,Jan
Thermometer,19,Carina,Jan
Thermometer,14.587207073297265,Bernd,Jan
Laser,84.37377975857814,Ada,Jan
Thermometer,85.95939440315878,Ada,Jan
Laser,15.381737285736097,Ada,Jan
Thermometer,29.890666480805134,Bernd,Jan
Radiometer,29.54831284727125,Bernd,Jan
Thermometer,0,Carina,Jan
Thermometer,28,Carina,Jan
Laser,5.832195060060734,Daniel,Jan
Laser,6,Carina,Jan
Radiometer,10.938327692772344,Ada,Jan
Radiometer,47.07799443938872,Bernd,Jan
Radiometer,19,Carina,Jan
Thermometer,5.209860359347298,Daniel,Jan
Thermometer,6.653919884750942,Bernd,Jan
Thermometer,12,Carina,Jan
Radiometer,1.8932241432447927,Bernd,Jan
Radiometer,12.84628315863469,Bernd,Jan
Laser,30.98179878726852,Daniel,Jan
Laser,17,Carina,Jan
Thermometer,0.21388605139837136,Daniel,Jan
Laser,10,Carina,Jan
Radiometer,24,Carina,Jan
Thermometer,61.81676058997526,Ada,Jan
Laser,0.42583544468343093,Daniel,Jan
Thermometer,16.69778200837721,Bernd,Jan
Radiometer,87.18384655380707,Ada,Jan
Radiometer,8.965686077176782,Bernd,Jan
Thermometer,30,Carina,Jan
Radiometer,28.443364712207405,Daniel,Jan
Laser,26.202127627745014,Daniel,Jan
Thermometer,82.60768286380622,Ada,Jan
Thermometer,98.08852760437648,Ada,Jan
Radiometer,6.349601258718467,Daniel,Jan
Thermometer,57.034712891891246,Ada,Jan
Laser,20.239455424013585,Bernd,Jan
Laser,74.4699934781596,Ada,Jan
Laser,93.88544123529519,Ada,Jan
Thermometer,12.25906834031289,Daniel,Feb
Laser,26.28860430971965,Bernd,Feb
Radiometer,12.528518205284902,Daniel,Feb
Laser,47.0421880795303,Ada,Feb
Laser,0.6364028907761896,Daniel,Feb
Laser,12,Carina,Feb
Thermometer,22,Carina,Feb
Radiometer,40.715667094102415,Daniel,Feb
Radiometer,37.86140082260092,Bernd,Feb
Radiometer,10,Carina,Feb
Radiometer,14.680365144947228,Bernd,Feb
Laser,16.43104297423105,Bernd,Feb
Radiometer,49.036135930890794,Daniel,Feb
Laser,36.268373310549386,Bernd,Feb
Thermometer,13.804467498492285,Daniel,Feb
Radiometer,4.671789520679563,Daniel,Feb
Thermometer,12.8950920667244,Bernd,Feb
Laser,0.6341827790452099,Daniel,Feb
Radiometer,10,Carina,Feb
Radiometer,7.524631705400978,Daniel,Feb
Laser,26,Carina,Feb
Thermometer,27,Carina,Feb
Thermometer,19,Carina,Feb
Thermometer,17.280055654698184,Bernd,Feb
Radiometer,24.054608692228964,Ada,Feb
Laser,10.79168793694435,Bernd,Feb
Laser,1.351824933894834,Daniel,Feb
Laser,22,Carina,Feb
Thermometer,17.58684358978867,Ada,Feb
Radiometer,33.00311396872988,Daniel,Feb
Radiometer,39.753057027858866,Bernd,Feb
Radiometer,10.839631409533386,Daniel,Feb
Thermometer,26.833047786384704,Daniel,Feb
Radiometer,1.6324051583655819,Daniel,Feb
Thermometer,20.677687750746376,Bernd,Feb
Thermometer,69.54452287285852,Ada,Feb
Radiometer,3.7757305002091845,Bernd,Feb
Laser,1.9567079743897566,Daniel,Feb
Laser,29,Carina,Feb
Radiometer,62.88446472573032,Ada,Feb
Radiometer,50.06267997394978,Ada,Feb
Radiometer,19,Carina,Feb
Laser,31.310306013292376,Bernd,Feb
Thermometer,5.350820992939209,Ada,Feb
Laser,40.823219198907125,Ada,Feb
Thermometer,32.24369582724509,Bernd,Feb
Radiometer,4.2261544894413605,Daniel,Feb
Radiometer,35.8706609003414,Daniel,Feb
Thermometer,9.338204545501055,Bernd,Feb
Radiometer,2.825735965706,Ada,Feb
Laser,0.2622591394738998,Daniel,Feb
Radiometer,37.597876467742566,Bernd,Feb
Laser,36.55287907575598,Bernd,Feb
Radiometer,43.512157062966985,Bernd,Feb
Radiometer,9.577823303277967,Bernd,Feb
Thermometer,9,Carina,Feb
Laser,18,Carina,Feb
Thermometer,42.253436379527955,Daniel,Feb
Radiometer,21,Carina,Feb
Laser,32,Carina,Feb
Radiometer,1,Carina,Feb
Thermometer,73.18634742642197,Ada,Feb
Radiometer,16,Carina,Feb
Thermometer,75.95460594579951,Ada,Feb
Radiometer,24,Carina,Feb
Radiometer,28.855090491796826,Bernd,Feb
Laser,27,Carina,Feb
Radiometer,2.9737502781573975,Daniel,Feb
Thermometer,12.856214674454991,Ada,Feb
Thermometer,29.503105548689533,Bernd,Feb
Radiometer,2.709672410739996,Daniel,Feb
Radiometer,29,Carina,Feb
Thermometer,10.985743762841992,Daniel,Feb
Radiometer,3,Carina,Feb
Laser,9,Carina,Feb
Radiometer,9.497213127305649,Daniel,Feb
Laser,29.282639431772324,Bernd,Feb
Laser,31,Carina,Feb
Laser,2,Carina,Feb
Thermometer,18,Carina,Feb
Thermometer,10,Carina,Feb
Laser,24,Carina,Feb
Radiometer,66.37393508576851,Ada,Feb
Laser,6.467969119009853,Daniel,Feb
Laser,16.93423421172515,Ada,Feb
Laser,42.17819569301498,Ada,Feb
Laser,14.792434005658329,Daniel,Feb
Laser,75.11827203815244,Ada,Feb
Radiometer,21.599029256841185,Ada,Feb
Laser,26.34288828124289,Bernd,Feb
Radiometer,24.752703552633236,Ada,Feb
Thermometer,23,Carina,Feb
Laser,70.01906700454077,Ada,Feb
Laser,17.846967517333972,Bernd,Feb
Thermometer,0.016148376978537327,Daniel,Feb
Thermometer,90.52898798156427,Ada,Feb
Thermometer,70.50233519847214,Ada,Feb
Laser,41.66298388269129,Ada,Feb
Radiometer,15.86627346398084,Bernd,Feb
Laser,8.85770148047017,Bernd,Feb
Radiometer,32.871093449705775,Daniel,Feb
Radiometer,26,Carina,Feb
Laser,36.89977439073153,Ada,Feb
Laser,34,Carina,Feb
Laser,61.9392369824398,Ada,Feb
Laser,0.69335840804191,Daniel,Feb
Laser,16,Carina,Feb
Radiometer,14.023309362034809,Daniel,Feb
Radiometer,79.22596126189781,Ada,Feb
Laser,31,Carina,Feb
Radiometer,3.3487185185084787,Daniel,Feb
Thermometer,79.68006283124241,Ada,Feb
Thermometer,36.41500073794359,Bernd,Feb
Thermometer,46.35148672013217,Ada,Feb
Laser,1.5489017371037903,Daniel,Feb
Thermometer,6.592918940689086,Daniel,Feb
Laser,3,Carina,Feb
Thermometer,81.28272158861247,Ada,Mär
Thermometer,46.129919997734746,Bernd,Mär
Thermometer,91.08848401177573,Ada,Mär
Radiometer,20.72316676940803,Ada,Mär
Laser,0.2679613014446178,Daniel,Mär
Radiometer,31,Carina,Mär
Thermometer,11.06319833453494,Daniel,Mär
Radiometer,31.48887379479538,Bernd,Mär
Radiometer,15.904427700960932,Bernd,Mär
Thermometer,21.272048499492964,Bernd,Mär
Thermometer,5.531466099766369,Ada,Mär
Laser,45.75659773949331,Ada,Mär
Thermometer,58.49482000192261,Ada,Mär
Thermometer,47.17260769068316,Bernd,Mär
Laser,33.833093418974954,Bernd,Mär
Thermometer,32,Carina,Mär
Radiometer,12,Carina,Mär
Laser,15.761843028509547,Ada,Mär
Laser,10.815250935845572,Bernd,Mär
Laser,20.110896954002605,Bernd,Mär
Laser,16.690198884323554,Daniel,Mär
Thermometer,72.95088167711675,Ada,Mär
Thermometer,47.08446062324707,Daniel,Mär
Laser,12,Carina,Mär
Thermometer,24.776464150558546,Bernd,Mär
Thermometer,28.540228845662735,Bernd,Mär
Radiometer,30,Carina,Mär
Thermometer,24.448676288430356,Daniel,Mär
Thermometer,55.43053671054699,Ada,Mär
Thermometer,34.146493671046954,Bernd,Mär
Thermometer,1.3768733416840253,Daniel,Mär
Laser,22.531225718711532,Bernd,Mär
Radiometer,9.3683259897654,Daniel,Mär
Laser,27.04669273303284,Bernd,Mär
Thermometer,41.72317160673235,Daniel,Mär
Radiometer,20.708262694296856,Daniel,Mär
Thermometer,22.572616464650014,Bernd,Mär
Thermometer,18,Carina,Mär
Laser,71.96702281849457,Ada,Mär
Laser,9.607252239275804,Daniel,Mär
Laser,38.4202302985415,Daniel,Mär
Radiometer,4.333893469849117,Daniel,Mär
Radiometer,13,Carina,Mär
Laser,8.885498085164372,Daniel,Mär
Laser,37.83958114096308,Bernd,Mär
Thermometer,42.08043502545758,Bernd,Mär
Laser,15,Carina,Mär
Thermometer,9.210939570490162,Bernd,Mär
Laser,1.7712351517786198,Daniel,Mär
Thermometer,10.85816330081051,Daniel,Mär
Thermometer,86.35675492566067,Ada,Mär
Laser,29.009596162684808,Daniel,Mär
Laser,8.42314430134884,Daniel,Mär
Laser,43.8556363422424,Bernd,Mär
Thermometer,26.407340935014478,Ada,Mär
Radiometer,51.781273744805155,Ada,Mär
Laser,5.249885573006524,Bernd,Mär
Thermometer,33.00219873598035,Bernd,Mär
Thermometer,22.897162095393863,Bernd,Mär
Thermometer,18.766007358467185,Bernd,Mär
Radiometer,17,Carina,Mär
Laser,24.170641466912045,Daniel,Mär
Radiometer,17.112914042912163,Bernd,Mär
Laser,40.02711624483793,Ada,Mär
Thermometer,22.876081960414613,Daniel,Mär
Thermometer,47.60532043847664,Ada,Mär
Thermometer,0.31556777768994515,Daniel,Mär
Thermometer,29.01005638015996,Bernd,Mär
Radiometer,92.3184674774397,Ada,Apr
Radiometer,6.534194558993519,Daniel,Apr
Thermometer,87.8167705784444,Ada,Apr
Laser,17,Carina,Apr
Radiometer,64.73419088477755,Ada,Apr
Thermometer,20.761208111002652,Daniel,Apr
Thermometer,2,Carina,Apr
Radiometer,22.98228364271584,Bernd,Apr
Laser,4.904489379131157,Daniel,Apr
Radiometer,18.43655466493383,Daniel,Apr
Laser,13.290500517649429,Ada,Apr
Laser,22.41253534909538,Daniel,Apr
Laser,22.410216122921135,Daniel,Apr
Thermometer,15.8141992264209,Daniel,Apr
Radiometer,51.8611760131016,Ada,Apr
Thermometer,63.457025771895914,Ada,Apr
Radiometer,6.049825218743771,Bernd,Apr
Radiometer,5,Carina,Apr
Thermometer,6.592878579774235,Daniel,Apr
Radiometer,15,Carina,Apr
Thermometer,35,Carina,Apr
Laser,39.83344748141177,Bernd,Apr
Radiometer,17.173883637110027,Bernd,Apr
Laser,0,Carina,Apr
Laser,30.827842759626446,Bernd,Apr
Thermometer,17.774969469013406,Bernd,Apr
Laser,1.7547653217015013,Bernd,Apr
Radiometer,1.5099156291062201,Daniel,Apr
Radiometer,88.89467344327467,Ada,Apr
Radiometer,39.21804609394634,Bernd,Apr
Radiometer,24.78092652118178,Ada,Apr
Laser,3.8409126847466837,Bernd,Apr
Radiometer,10.428510856408794,Daniel,Apr
Thermometer,0.30945147370177395,Daniel,Apr
Thermometer,8,Carina,Apr
Radiometer,15,Carina,Apr
Thermometer,0.8118229820590972,Daniel,Apr
Radiometer,13.272534991938779,Ada,Apr
Thermometer,29.211017459428092,Bernd,Apr
Thermometer,46.13056399514788,Bernd,Apr
Laser,36.7160727109986,Ada,Apr
Laser,28.541153068455476,Bernd,Apr
Laser,18.344599125243967,Bernd,Apr
Laser,48.706769021306684,Bernd,Apr
Radiometer,8.181670264376827,Daniel,Apr
Laser,10,Carina,Apr
Laser,62.83273033751087,Ada,Apr
Thermometer,57.324548021585805,Ada,Apr
Radiometer,17.971020420074023,Ada,Apr
Thermometer,16.830273622331124,Daniel,Apr
Radiometer,33,Carina,Apr
Radiometer,35,Carina,Apr
Radiometer,9.401571301096359,Daniel,Apr
Thermometer,16.704612707238702,Bernd,Apr
Radiometer,26,Carina,Apr
Thermometer,31.768907684049825,Bernd,Apr
Radiometer,17.818183042606574,Bernd,Apr
Radiometer,46.63781657251809,Bernd,Apr
Thermometer,29.57690339049807,Bernd,Apr
Radiometer,13,Carina,Apr
Laser,6.895787912930052,Ada,Mai
Thermometer,84.4606488031398,Ada,Mai
Radiometer,82.92635557975336,Ada,Mai
Thermometer,10.216274881849088,Daniel,Mai
Thermometer,11,Carina,Mai
Radiometer,22.779555313657326,Daniel,Mai
Thermometer,1.502391700362185,Daniel,Mai
Radiometer,3,Carina,Mai
Laser,16,Carina,Mai
Laser,33.90804538931648,Bernd,Mai
