Messgerät,Messwert,Person,Monat
Laser,1.432235328057857,Bernd,Jan
Laser,48.349893552783676,Bernd,Jan
Laser,77.17695225680514,Ada,Jan
Laser,8.095481448011904,Bernd,Jan
Radiometer,25.71655956320793,Ada,Jan
Thermometer,19.373780666656128,Ada,Jan
Laser,7,Carina,Jan
Thermometer,28,Carina,Jan
Radiometer,34,Carina,Jan
Thermometer,20,Carina,Jan
Laser,59.23372024358638,Ada,Jan
Thermometer,40.07351623551699,Bernd,Jan
Radiometer,15,Carina,Jan
Laser,30.635641301398397,Bernd,Jan
Laser,61.7074515808156,Ada,Jan
Radiometer,45.41223907379613,Bernd,Jan
Thermometer,27,Carina,Jan
Thermometer,9,Carina,Jan
Thermometer,7.664500649745007,Daniel,Jan
Thermometer,20.902913064929386,Ada,Jan
Thermometer,0.2937523205775471,Daniel,Jan
Laser,14.831683725041756,Ada,Jan
Radiometer,7.913069743719055,Daniel,Jan
Thermometer,37.15219670219134,Bernd,Jan
Thermometer,12,Carina,Jan
Radiometer,82.13118095839722,Ada,Jan
Laser,9.057068024383824,Daniel,Jan
Thermometer,6.436603206322246,Daniel,Jan
Thermometer,34.30028547213787,Bernd,Jan
Thermometer,18.752570001522713,Bernd,Jan
Radiometer,38.03429395065821,Bernd,Jan
Laser,39.75765647822518,Ada,Jan
Thermometer,40.898043431796076,Bernd,Jan
Radiometer,16.88638646114868,Bernd,Jan
Laser,40.95401352541573,Ada,Jan
Thermometer,9.207963237466062,Daniel,Jan
Thermometer,26.398662575290764,Ada,Jan
Radiometer,42.40827398948722,Bernd,Jan
Radiometer,19,Carina,Jan
Laser,8,Carina,Jan
Thermometer,6,Carina,Jan
Laser,1.032466642942903,Bernd,Jan
Laser,28.69733948421907,Bernd,Jan
Thermometer,48.05065851889624,Bernd,Jan
Laser,6.423403315903464,Daniel,Jan
Laser,4.2898907794911345,Ada,Jan
Laser,33.71100186043796,Bernd,Jan
Laser,25.2819598831705,Ada,Jan
Thermometer,6.370757841584895,Bernd,Jan
Radiometer,79.8347712050568,Ada,Jan
Laser,40.56586737450926,Bernd,Jan
Radiometer,35.5387370129391,Bernd,Jan
Thermometer,17,Carina,Jan
Radiometer,34,Carina,Jan
Laser,20,Carina,Jan
Laser,41.3522499849508,Bernd,Jan
Laser,13,Carina,Jan
Laser,0,Carina,Jan
Thermometer,34.588704379815056,Bernd,Jan
Radiometer,14,Carina,Jan
Laser,46.711195469072564,Ada,Jan
Laser,16.397025873918984,Bernd,Jan
Thermometer,31.728952600635115,Bernd,Jan
Radiometer,12.467345268987051,Bernd,Jan
Radiometer,13.833420074066554,Bernd,Jan
Laser,45.47791981688574,Ada,Jan
Thermometer,9.79607354821539,Daniel,Jan
Thermometer,8.37670030334639,Daniel,Jan
Radiometer,94.41642101789017,Ada,Jan
Radiometer,16.43190846553321,Ada,Jan
Laser,99.6484485036101,Ada,Jan
Laser,1.6938851114673552,Daniel,Jan
Thermometer,5,Carina,Feb
Radiometer,16,Carina,Feb
