Messgerät,Messwert,Person,Monat
Radiometer,40.82394889719543,Bernd,Jan
Radiometer,37.69932478325402,Bernd,Jan
Thermometer,45.91417863063098,Bernd,Jan
Laser,18,Carina,Jan
Thermometer,4,Carina,Jan
Radiometer,85.09809734475985,Ada,Jan
Laser,29,Carina,Jan
Radiometer,17.035510389435427,Bernd,Jan
Thermometer,15.054880878490595,Bernd,Jan
Thermometer,5.923807219982532,Daniel,Jan
Thermometer,9,Carina,Jan
Thermometer,15.326930843210885,Bernd,Jan
Laser,47.08517688817707,Bernd,Jan
Radiometer,24.145957304139685,Ada,Jan
Laser,34.4033612044894,Ada,Jan
Radiometer,30,Carina,Jan
Laser,38.41954488847797,Ada,Jan
Thermometer,36.50166990504688,Bernd,Jan
Radiometer,77.51627879930669,Ada,Jan
Radiometer,83.15166990223682,Ada,Jan
Thermometer,24.10509017380781,Daniel,Jan
Radiometer,22,Carina,Jan
Thermometer,0,Carina,Jan
Radiometer,27,Carina,Jan
Radiometer,25,Carina,Jan
Thermometer,90.13529647503489,Ada,Jan
Thermometer,30,Carina,Jan
Radiometer,4,Carina,Jan
Laser,19.646960040119783,Daniel,Jan
Thermometer,25.497177225309358,Bernd,Jan
Laser,85.70667835260204,Ada,Jan
Radiometer,47.06874764639483,Bernd,Jan
Thermometer,11,Carina,Jan
Thermometer,0.5748181137638508,Daniel,Jan
Thermometer,16.30124319860916,Bernd,Jan
Laser,41.56712942627004,Bernd,Jan
Laser,2.268268274462315,Bernd,Jan
Radiometer,46.65697909485894,Ada,Jan
Thermometer,0.15041987763262377,Ada,Jan
Radiometer,17,Carina,Jan
Thermometer,21.67113781056358,Bernd,Jan
Radiometer,15.328423397017204,Bernd,Jan
Thermometer,0,Carina,Jan
Radiometer,32,Carina,Jan
Laser,33,Carina,Jan
Radiometer,14,Carina,Jan
Laser,12,Carina,Jan
Thermometer,54.77673352879181,Ada,Jan
Thermometer,31.08565265263934,Bernd,Jan
Laser,68.51704920035203,Ada,Jan
Radiometer,26,Carina,Jan
Radiometer,38.46654476254059,Bernd,Jan
Radiometer,45.05191504933187,Bernd,Jan
Thermometer,8.040413832578196,Daniel,Jan
Thermometer,49.22853452749429,Bernd,Jan
Laser,86.82837537594932,Ada,Jan
Laser,5,Carina,Jan
Radiometer,40.95363594678274,Daniel,Jan
Thermometer,39.348419653948326,Daniel,Jan
Laser,20.898473542860952,Bernd,Jan
Laser,19,Carina,Jan
Radiometer,17.103175493920382,Bernd,Jan
Thermometer,8.095547959551585,Bernd,Jan
Thermometer,71.8199529148792,Ada,Jan
Laser,34,Carina,Jan
Thermometer,31.857084568678662,Ada,Jan
Laser,40.847118430285434,Ada,Jan
Laser,22,Carina,Jan
Radiometer,11.373292222106404,Daniel,Jan
Thermometer,32.09914393817701,Bernd,Jan
Laser,6.825359551503338,Daniel,Jan
Thermometer,29,Carina,Jan
Radiometer,16,Carina,Jan
Thermometer,1.704605417998718,Daniel,Jan
Thermometer,22,Carina,Jan
Laser,37.437457319457636,Daniel,Jan
Laser,81.52782402308844,Ada,Jan
Thermometer,11.357227929438752,Bernd,Jan
Thermometer,27.09326056325294,Daniel,Jan
Thermometer,8.660817197400714,Daniel,Jan
Radiometer,34,Carina,Jan
Laser,14.236221642669811,Bernd,Jan
Radiometer,7,Carina,Jan
Radiometer,9.166442187339873,Ada,Jan
Thermometer,22.07144364653394,Ada,Jan
Radiometer,27,Carina,Jan
Radiometer,16,Carina,Jan
Thermometer,20.94327586386706,Ada,Jan
Radiometer,0.07206700158137125,Daniel,Jan
Radiometer,22.716785612717295,Daniel,Jan
Thermometer,14,Carina,Jan
Thermometer,15,Carina,Jan
Laser,25,Carina,Jan
Thermometer,43.36633712412081,Ada,Jan
Laser,1,Carina,Jan
Laser,32,Carina,Jan
Laser,41.37987319468046,Bernd,Jan
Laser,23,Carina,Jan
Thermometer,41.97578153987255,Bernd,Jan
Radiometer,34,Carina,Jan
Thermometer,0.8527825880371372,Daniel,Jan
Thermometer,64.91283347565707,Ada,Jan
Laser,3.165598277594092,Daniel,Jan
Radiometer,6.020896956853838,Daniel,Jan
Thermometer,0.5275504678073959,Daniel,Jan
Laser,11.462481117484547,Daniel,Jan
Radiometer,15.19316601837878,Daniel,Jan
Laser,28,Carina,Jan
Laser,10.830954372954476,Bernd,Jan
Thermometer,35.57342478487275,Bernd,Jan
Radiometer,3.659214689485546,Bernd,Jan
Thermometer,23.118675162164813,Ada,Jan
Thermometer,31.43955544867029,Bernd,Jan
Radiometer,42.04662024740215,Bernd,Jan
Laser,49.92473874553418,Daniel,Jan
Thermometer,3,Carina,Jan
Laser,22.306566628558926,Bernd,Jan
Laser,55.41623277517235,Ada,Jan
Thermometer,39.33874209115026,Daniel,Jan
Radiometer,19,Carina,Jan
Thermometer,13.366417168333566,Ada,Jan
Laser,24.291771374127713,Ada,Jan
Thermometer,4.358913040072688,Ada,Jan
Thermometer,3.545408831223733,Daniel,Jan
Laser,8.20256323049956,Bernd,Jan
Radiometer,46.75105281254927,Bernd,Feb
Thermometer,37.69111766589461,Daniel,Feb
Laser,43.03704104410587,Ada,Feb
Thermometer,18,Carina,Feb
Thermometer,13.759834533187489,Daniel,Feb
Radiometer,0.42674904531398206,Daniel,Feb
Radiometer,16.2588620650951,Daniel,Feb
Thermometer,12.930837214516687,Daniel,Feb
Radiometer,70.83466243405375,Ada,Feb
Thermometer,16,Carina,Feb
Radiometer,8.244903452299003,Daniel,Feb
Thermometer,28.172287796544254,Bernd,Feb
Radiometer,54.121390341784235,Ada,Feb
Radiometer,27,Carina,Feb
Radiometer,41.371097329027876,Ada,Feb
Laser,30,Carina,Feb
Radiometer,19.754238080955155,Bernd,Feb
Radiometer,47.42659203416969,Ada,Feb
Radiometer,89.54736025313068,Ada,Feb
Thermometer,33,Carina,Feb
Radiometer,28.06778771976749,Ada,Feb
Radiometer,80.86052754589294,Ada,Feb
Thermometer,5.931118641290142,Daniel,Feb
Thermometer,11.913309806002664,Bernd,Feb
Thermometer,24.143886427056366,Bernd,Feb
Laser,22.014272084958492,Bernd,Feb
Radiometer,89.19696390061794,Ada,Feb
Radiometer,26.787100538627207,Ada,Feb
Laser,33,Carina,Feb
Laser,12,Carina,Feb
Laser,33,Carina,Feb
Thermometer,15.130330890458044,Bernd,Feb
Thermometer,2.049510171181085,Bernd,Feb
Laser,9.062497950990455,Bernd,Feb
Thermometer,2.855662256820474,Bernd,Feb
Thermometer,3.7130451293563462,Daniel,Feb
Thermometer,38.10978028872189,Bernd,Feb
Radiometer,25,Carina,Feb
Laser,18.09216796338201,Bernd,Feb
Radiometer,9.00176234349621,Ada,Feb
Radiometer,83.7442461715776,Ada,Feb
Laser,22.15817222448231,Daniel,Feb
Radiometer,37.701584028133354,Ada,Feb
Radiometer,4.186842305679634,Daniel,Feb
Thermometer,28,Carina,Feb
Thermometer,10.526593468126592,Daniel,Feb
Radiometer,19.008536359261807,Ada,Feb
Laser,31.993617953719077,Bernd,Feb
Thermometer,56.44273884891435,Ada,Feb
Thermometer,2.158916950583223,Bernd,Feb
Laser,12,Carina,Feb
Laser,1.9399142091373625,Daniel,Feb
Radiometer,14.730339085065635,Bernd,Feb
Thermometer,0.31935106578902483,Daniel,Feb
Radiometer,30,Carina,Feb
Thermometer,33,Carina,Feb
Laser,21.503715444570997,Daniel,Feb
Thermometer,28,Carina,Feb
Radiometer,10.243647653225699,Daniel,Feb
Thermometer,29.732366380967,Bernd,Feb
Radiometer,30,Carina,Feb
Radiometer,47.289958485116045,Ada,Feb
Thermometer,16.43447875430832,Daniel,Feb
Thermometer,21.258276570917545,Ada,Feb
Laser,16.855490308984727,Bernd,Feb
Radiometer,1.353686473682461,Daniel,Feb
Radiometer,69.64489998814258,Ada,Feb
Laser,5.354359856088998,Daniel,Feb
Laser,1,Carina,Feb
Thermometer,21.515700919591406,Bernd,Feb
Radiometer,3.6620075255233364,Ada,Feb
Radiometer,14.449728092246817,Bernd,Feb
Radiometer,14.900592528157574,Ada,Feb
Laser,1.9828434911238535,Daniel,Feb
Thermometer,34,Carina,Feb
Radiometer,11.76417457439648,Bernd,Feb
Radiometer,70.02444378830786,Ada,Feb
Thermometer,1.9666282222230658,Ada,Feb
Laser,3,Carina,Feb
Radiometer,59.14130286038484,Ada,Feb
Radiometer,7.942629571027126,Ada,Feb
Thermometer,25.03676404161891,Ada,Feb
Laser,1,Carina,Feb
Radiometer,32,Carina,Feb
Laser,52.15458290117364,Ada,Feb
Laser,5.3783788680879745,Daniel,Feb
Thermometer,14.123730888773627,Bernd,Feb
Laser,32.51802999049999,Bernd,Feb
Laser,48.81623416511188,Ada,Feb
Radiometer,33.33170701652523,Bernd,Feb
Radiometer,0.11949767217223495,Daniel,Feb
Thermometer,28.086164342881865,Daniel,Feb
Laser,3.0762809666794166,Daniel,Feb
Radiometer,43.94987774221823,Bernd,Feb
Radiometer,10.256605277236963,Ada,Feb
Laser,21.48157109727346,Bernd,Feb
Laser,47.115047693836495,Bernd,Feb
Laser,90.59664225698593,Ada,Feb
Thermometer,31,Carina,Feb
Thermometer,35.85965973667029,Daniel,Feb
Radiometer,32,Carina,Mär
Radiometer,73.76809032297065,Ada,Mär
Thermometer,17.368980513710934,Daniel,Mär
Radiometer,10.320881936822841,Daniel,Mär
Thermometer,0.0,Daniel,Mär
Laser,21,Carina,Mär
Radiometer,6,Carina,Mär
Radiometer,33.961635164553506,Bernd,Mär
Thermometer,5.59054346267428,Ada,Mär
Laser,30.951013939432297,Daniel,Mär
Laser,18.680120638925295,Bernd,Mär
Radiometer,21,Carina,Mär
Radiometer,33,Carina,Mär
Laser,28,Carina,Mär
Radiometer,74.50004005922241,Ada,Mär
Laser,48.51947331974332,Bernd,Mär
Laser,21.589044360570437,Bernd,Mär
Laser,46.34959022284883,Bernd,Mär
Thermometer,12.326879941851832,Ada,Mär
Radiometer,23,Carina,Mär
Laser,20,Carina,Mär
Radiometer,19,Carina,Mär
Radiometer,3.8241182772500943,Daniel,Mär
Thermometer,25.531313383697416,Daniel,Mär
Thermometer,24.858073316332472,Ada,Mär
Thermometer,45.120390770085514,Bernd,Mär
Laser,0.2924832578353638,Daniel,Mär
Laser,12,Carina,Mär
Thermometer,53.04811928126608,Ada,Mär
